회사명,거래소코드,회계년도,[제조]EPS(Earning Per Share)
(주)원익아이피에스,240810,2018/12,2094
(주)원익아이피에스,240810,2019/12,895
(주)원익아이피에스,240810,2020/12,2028
(주)원익큐브,014190,2018/12,-84
(주)원익큐브,014190,2019/12,66
(주)원익큐브,014190,2020/12,99
(주)원익큐엔씨,074600,2018/12,1281
(주)원익큐엔씨,074600,2019/12,592
(주)원익큐엔씨,074600,2020/12,1660
(주)원익피앤이,131390,2018/12,724
(주)원익피앤이,131390,2019/12,1034
(주)원익피앤이,131390,2020/12,1245
(주)원익홀딩스,030530,2018/12,392
(주)원익홀딩스,030530,2019/12,37
(주)원익홀딩스,030530,2020/12,412
(주)원일특강,012620,2018/12,1176
(주)원일특강,012620,2019/12,2296
(주)원일특강,012620,2020/12,-51
(주)원준,382840,2020/12,
(주)원티드랩,376980,2020/12,
(주)원풍,008370,2018/12,-110
(주)원풍,008370,2019/12,225
(주)원풍,008370,2020/12,322
(주)월덱스,101160,2018/12,684
(주)월덱스,101160,2019/12,844
(주)월덱스,101160,2020/12,1901
(주)웨이버스,336060,2019/12,
(주)웨이버스,336060,2020/12,
(주)웨이브일렉트로닉스,095270,2018/12,-855
(주)웨이브일렉트로닉스,095270,2019/12,-3347
(주)웨이브일렉트로닉스,095270,2020/12,-2128
(주)웰크론,065950,2018/12,123
(주)웰크론,065950,2019/12,-230
(주)웰크론,065950,2020/12,302
(주)웰크론한텍,076080,2018/12,-362
(주)웰크론한텍,076080,2019/12,258
(주)웰크론한텍,076080,2020/12,11
(주)웹스,196700,2018/12,-2
(주)웹스,196700,2019/12,-16
(주)웹스,196700,2020/12,-61
(주)웹젠,069080,2018/12,1452
(주)웹젠,069080,2019/12,1395
(주)웹젠,069080,2020/12,2480
(주)위니아,071460,2018/12,-505
(주)위니아,071460,2019/12,116
(주)위니아,071460,2020/12,175
(주)위니아에이드,377460,2018/12,21809
(주)위니아에이드,377460,2019/12,14148
(주)위니아에이드,377460,2020/12,24981
(주)위닉스,044340,2018/12,1177
(주)위닉스,044340,2019/12,2470
(주)위닉스,044340,2020/12,2450
(주)위드텍,348350,2018/12,92997
(주)위드텍,348350,2019/12,111249
(주)위드텍,348350,2020/12,2013
(주)위메이드,112040,2018/12,-1935
(주)위메이드,112040,2019/12,-3302
(주)위메이드,112040,2020/12,-1105
(주)위메이드맥스,101730,2018/12,-4656
(주)위메이드맥스,101730,2019/12,-1780
(주)위메이드맥스,101730,2020/12,-831
(주)위메이드플레이,123420,2018/12,958
(주)위메이드플레이,123420,2019/12,185
(주)위메이드플레이,123420,2020/12,1552
(주)위세아이텍,065370,2018/12,443
(주)위세아이텍,065370,2019/12,784
(주)위세아이텍,065370,2020/12,809
(주)위스컴,024070,2018/12,60
(주)위스컴,024070,2019/12,90
(주)위스컴,024070,2020/12,-4
(주)위지윅스튜디오,299900,2018/12,772
(주)위지윅스튜디오,299900,2019/12,539
(주)위지윅스튜디오,299900,2020/12,-185
(주)위지트,036090,2018/12,46
(주)위지트,036090,2019/12,-94
(주)위지트,036090,2020/12,43
(주)윈스,136540,2018/12,1003
(주)윈스,136540,2019/12,1204
(주)윈스,136540,2020/12,1680
(주)윈팩,097800,2018/12,43
(주)윈팩,097800,2019/12,254
(주)윈팩,097800,2020/12,137
(주)윈하이텍,192390,2018/12,669
(주)윈하이텍,192390,2019/12,-676
(주)윈하이텍,192390,2020/12,65
(주)윌링스,313760,2018/12,1115
(주)윌링스,313760,2019/12,717
(주)윌링스,313760,2020/12,66
(주)윌비스,008600,2018/12,3
(주)윌비스,008600,2019/12,-682
(주)윌비스,008600,2020/12,-43
(주)윙스풋,335870,2019/12,
(주)윙스풋,335870,2020/12,
(주)유니드,014830,2018/12,1450
(주)유니드,014830,2019/12,4252
(주)유니드,014830,2020/12,5155
(주)유니온,000910,2018/12,-3348
(주)유니온,000910,2019/12,-1286
(주)유니온,000910,2020/12,1534
(주)유니온커뮤니티,203450,2018/12,258
(주)유니온커뮤니티,203450,2019/12,299
(주)유니온커뮤니티,203450,2020/12,163
(주)유니켐,011330,2018/12,171
(주)유니켐,011330,2019/12,207
(주)유니켐,011330,2020/12,160
(주)유니크,011320,2018/12,214
(주)유니크,011320,2019/12,251
(주)유니크,011320,2020/12,-149
(주)유니테스트,086390,2018/12,2239
(주)유니테스트,086390,2019/12,941
(주)유니테스트,086390,2020/12,250
(주)유니테크노,241690,2018/12,488
(주)유니테크노,241690,2019/12,478
(주)유니테크노,241690,2020/12,387
(주)유니트론텍,142210,2018/12,652
(주)유니트론텍,142210,2019/12,384
(주)유니트론텍,142210,2020/12,35
(주)유라테크,048430,2018/12,486
(주)유라테크,048430,2019/12,723
(주)유라테크,048430,2020/12,531
(주)유바이오로직스,206650,2018/12,151
(주)유바이오로직스,206650,2019/12,-33
(주)유바이오로직스,206650,2020/12,-2146
(주)유비케어,032620,2018/12,120
(주)유비케어,032620,2019/12,128
(주)유비케어,032620,2020/12,297
(주)유비쿼스,264450,2018/12,2906
(주)유비쿼스,264450,2019/12,2175
(주)유비쿼스,264450,2020/12,1572
(주)유비쿼스홀딩스,078070,2018/12,212
(주)유비쿼스홀딩스,078070,2019/12,101
(주)유비쿼스홀딩스,078070,2020/12,24
(주)유성티엔에스,024800,2018/12,182
(주)유성티엔에스,024800,2019/12,186
(주)유성티엔에스,024800,2020/12,74
(주)유수홀딩스,000700,2018/12,-1003
(주)유수홀딩스,000700,2019/12,737
(주)유수홀딩스,000700,2020/12,3388
(주)유신,054930,2018/12,-2471
(주)유신,054930,2019/12,-2050
(주)유신,054930,2020/12,1009
(주)유씨아이,038340,2018/12,-61
(주)유씨아이,038340,2019/12,-389
(주)유씨아이,038340,2020/12,-386
(주)유아이디,069330,2018/12,-675
(주)유아이디,069330,2019/12,-1241
(주)유아이디,069330,2020/12,-623
(주)유에스티,263770,2018/12,51
(주)유에스티,263770,2019/12,108
(주)유에스티,263770,2020/12,204
(주)유유제약,000220,2018/12,545
(주)유유제약,000220,2019/12,538
(주)유유제약,000220,2020/12,-41
(주)유일로보틱스,388720,2018/12,2241
(주)유일로보틱스,388720,2019/12,28111
(주)유일로보틱스,388720,2020/12,501
(주)유진로봇,056080,2018/12,11
(주)유진로봇,056080,2019/12,-423
(주)유진로봇,056080,2020/12,-273
(주)유진테크,084370,2018/12,1848
(주)유진테크,084370,2019/12,1467
(주)유진테크,084370,2020/12,116
(주)유테크,178780,2018/12,-1264
(주)유테크,178780,2019/12,-367
(주)유테크,178780,2020/12,-309
(주)유티아이,179900,2018/12,434
(주)유티아이,179900,2019/12,517
(주)유티아이,179900,2020/12,243
(주)유틸렉스,263050,2018/12,-2019
(주)유틸렉스,263050,2019/12,-2349
(주)유틸렉스,263050,2020/12,-1920
(주)유한양행,000100,2018/12,7169
(주)유한양행,000100,2019/12,4539
(주)유한양행,000100,2020/12,2952
(주)육일씨엔에쓰,191410,2018/12,-295
(주)육일씨엔에쓰,191410,2019/12,-455
(주)육일씨엔에쓰,191410,2020/12,-3303
(주)율호,072770,2018/12,-72
(주)율호,072770,2019/12,-111
(주)율호,072770,2020/12,54
(주)이건홀딩스,039020,2018/12,991
(주)이건홀딩스,039020,2019/12,288
(주)이건홀딩스,039020,2020/12,-7
(주)이글루코퍼레이션,067920,2018/12,852
(주)이글루코퍼레이션,067920,2019/12,232
(주)이글루코퍼레이션,067920,2020/12,551
(주)이글벳,044960,2018/12,85
(주)이글벳,044960,2019/12,0
(주)이글벳,044960,2020/12,200
(주)이노룰스,296640,2019/12,
(주)이노룰스,296640,2020/12,2600
(주)이노메트리,302430,2018/12,1167
(주)이노메트리,302430,2019/12,539
(주)이노메트리,302430,2020/12,-423
(주)이노션,214320,2018/12,2300
(주)이노션,214320,2019/12,1916
(주)이노션,214320,2020/12,922
(주)이노와이어리스,073490,2018/12,-886
(주)이노와이어리스,073490,2019/12,1161
(주)이노와이어리스,073490,2020/12,1009
(주)이노인스트루먼트,215790,2018/12,-238
(주)이노인스트루먼트,215790,2019/12,-1200
(주)이노인스트루먼트,215790,2020/12,156
(주)이노테라피,246960,2018/12,-625
(주)이노테라피,246960,2019/12,-800
(주)이노테라피,246960,2020/12,-604
(주)이녹스,088390,2018/12,-3115
(주)이녹스,088390,2019/12,-1092
(주)이녹스,088390,2020/12,2119
(주)이녹스첨단소재,272290,2018/12,3477
(주)이녹스첨단소재,272290,2019/12,4513
(주)이녹스첨단소재,272290,2020/12,3216
(주)이라이콤,041520,2018/12,376
(주)이라이콤,041520,2019/12,-338
(주)이라이콤,041520,2020/12,-116
(주)이랜시스,264850,2018/12,
(주)이랜시스,264850,2019/12,44
(주)이랜시스,264850,2020/12,98
(주)이랜텍,054210,2018/12,247
(주)이랜텍,054210,2019/12,-1095
(주)이랜텍,054210,2020/12,-327
(주)이루다,164060,2018/12,350
(주)이루다,164060,2019/12,505
(주)이루다,164060,2020/12,710
(주)이루온,065440,2018/12,18
(주)이루온,065440,2019/12,56
(주)이루온,065440,2020/12,13
(주)이마트,139480,2018/12,12503
(주)이마트,139480,2019/12,9694
(주)이마트,139480,2020/12,19754
(주)이미지스테크놀로지,115610,2018/12,-952
(주)이미지스테크놀로지,115610,2019/12,-976
(주)이미지스테크놀로지,115610,2020/12,-573
(주)이브이수성,084180,2018/12,-1321
(주)이브이수성,084180,2019/12,-491
(주)이브이수성,084180,2020/12,-147
(주)이브이첨단소재,131400,2018/12,122
(주)이브이첨단소재,131400,2019/12,-118
(주)이브이첨단소재,131400,2020/12,-231
(주)이상네트웍스,080010,2018/12,482
(주)이상네트웍스,080010,2019/12,61
(주)이상네트웍스,080010,2020/12,729
(주)이수앱지스,086890,2018/12,-493
(주)이수앱지스,086890,2019/12,-669
(주)이수앱지스,086890,2020/12,-730
(주)이수페타시스,007660,2018/12,-185
(주)이수페타시스,007660,2019/12,-1758
(주)이수페타시스,007660,2020/12,-91
(주)이수화학,005950,2018/12,1951
(주)이수화학,005950,2019/12,-305
(주)이수화학,005950,2020/12,-8598
(주)이스타코,015020,2018/12,-188
(주)이스타코,015020,2019/12,307
(주)이스타코,015020,2020/12,-1
(주)이스트소프트,047560,2018/12,-69
(주)이스트소프트,047560,2019/12,-353
(주)이스트소프트,047560,2020/12,422
(주)이씨에스텔레콤,067010,2018/03,447
(주)이씨에스텔레콤,067010,2019/03,286
(주)이씨에스텔레콤,067010,2020/03,308
(주)이아이디,093230,2018/12,-54
(주)이아이디,093230,2019/12,-3
(주)이아이디,093230,2020/12,-36
(주)이엔드디,101360,2018/12,-195
(주)이엔드디,101360,2019/12,1047
(주)이엔드디,101360,2020/12,409
(주)이엔에프테크놀로지,102710,2018/12,1879
(주)이엔에프테크놀로지,102710,2019/12,2837
(주)이엔에프테크놀로지,102710,2020/12,2636
(주)이엔코퍼레이션,066980,2018/12,-81
(주)이엔코퍼레이션,066980,2019/12,27
(주)이엔코퍼레이션,066980,2020/12,-270
(주)이엔플러스,074610,2018/12,-52
(주)이엔플러스,074610,2019/12,-1243
(주)이엔플러스,074610,2020/12,-316
(주)이엘피,063760,2018/12,2985
(주)이엘피,063760,2019/12,866
(주)이엘피,063760,2020/12,496
(주)이엠넷,123570,2018/12,321
(주)이엠넷,123570,2019/12,271
(주)이엠넷,123570,2020/12,308
(주)이엠앤아이,083470,2018/12,-3116
(주)이엠앤아이,083470,2019/12,1272
(주)이엠앤아이,083470,2020/12,-159
(주)이엠텍,091120,2018/12,2096
(주)이엠텍,091120,2019/12,-535
(주)이엠텍,091120,2020/12,786
(주)이오테크닉스,039030,2018/12,446
(주)이오테크닉스,039030,2019/12,590
(주)이오테크닉스,039030,2020/12,2522
(주)이원,017940,2018/12,11053
(주)이원,017940,2019/12,2808
(주)이원,017940,2020/12,14017
(주)이월드,084680,2018/12,103
(주)이월드,084680,2019/12,27
(주)이월드,084680,2020/12,-201
(주)이즈미디어,181340,2018/12,455
(주)이즈미디어,181340,2019/12,-218
(주)이즈미디어,181340,2020/12,-2462
(주)이지,037370,2018/12,-2192
(주)이지,037370,2019/12,197
(주)이지,037370,2020/12,-303
(주)이지바이오,353810,2020/12,
(주)이지트로닉스,377330,2018/12,11952
(주)이지트로닉스,377330,2019/12,37458
(주)이지트로닉스,377330,2020/12,815
(주)이지홀딩스,035810,2018/12,103
(주)이지홀딩스,035810,2019/12,261
(주)이지홀딩스,035810,2020/12,1098
(주)이큐셀,160600,2018/12,509
(주)이큐셀,160600,2019/12,-1588
(주)이크레더블,092130,2018/12,980
(주)이크레더블,092130,2019/12,1076
(주)이크레더블,092130,2020/12,1033
(주)이퓨쳐,134060,2018/12,74
(주)이퓨쳐,134060,2019/12,381
(주)이퓨쳐,134060,2020/12,122
(주)인디에프,014990,2018/12,3
(주)인디에프,014990,2019/12,-55
(주)인디에프,014990,2020/12,-368
(주)인바디,041830,2018/12,1486
(주)인바디,041830,2019/12,1629
(주)인바디,041830,2020/12,1269
(주)인바이오젠,101140,2018/12,73
(주)인바이오젠,101140,2019/12,410
(주)인바이오젠,101140,2020/12,-1090
(주)인산가,277410,2018/12,-49
(주)인산가,277410,2019/12,111
(주)인산가,277410,2020/12,151
(주)인성정보,033230,2018/12,-4
(주)인성정보,033230,2019/12,-21
(주)인성정보,033230,2020/12,-330
(주)인스코비,006490,2018/12,-89
(주)인스코비,006490,2019/12,-261
(주)인스코비,006490,2020/12,80
(주)인지디스플레이,037330,2018/12,107
(주)인지디스플레이,037330,2019/12,325
(주)인지디스플레이,037330,2020/12,164
(주)인지소프트,100030,2018/12,259
(주)인지소프트,100030,2019/12,-2212
(주)인지소프트,100030,2020/12,852
(주)인콘,083640,2018/12,-15
(주)인콘,083640,2019/12,-162
(주)인콘,083640,2020/12,-8
(주)인터로조,119610,2018/12,1350
(주)인터로조,119610,2019/12,1625
(주)인터로조,119610,2020/12,977
(주)인터엠,017250,2018/09,-253
(주)인터엠,017250,2019/09,-403
(주)인터엠,017250,2020/09,-966
(주)인터플렉스,051370,2018/12,-3509
(주)인터플렉스,051370,2019/12,-1191
(주)인터플렉스,051370,2020/12,-1900
(주)인텍플러스,064290,2018/12,-637
(주)인텍플러스,064290,2019/12,450
(주)인텍플러스,064290,2020/12,758
(주)인텔리안테크놀로지스,189300,2018/12,1396
(주)인텔리안테크놀로지스,189300,2019/12,761
(주)인텔리안테크놀로지스,189300,2020/12,-60
(주)인트로메딕,150840,2018/12,-331
(주)인트로메딕,150840,2019/12,-803
(주)인트로메딕,150840,2020/12,-286
(주)인트론바이오테크놀로지,048530,2018/12,586
(주)인트론바이오테크놀로지,048530,2019/12,-103
(주)인트론바이오테크놀로지,048530,2020/12,487
(주)인팩,023810,2018/12,179
(주)인팩,023810,2019/12,-72
(주)인팩,023810,2020/12,759
(주)인포마크,175140,2018/12,528
(주)인포마크,175140,2019/12,-3218
(주)인포마크,175140,2020/12,-2989
(주)인포바인,115310,2018/12,3328
(주)인포바인,115310,2019/12,4149
(주)인포바인,115310,2020/12,3047
(주)인피니트헬스케어,071200,2018/12,192
(주)인피니트헬스케어,071200,2019/12,287
(주)인피니트헬스케어,071200,2020/12,349
(주)일승,333430,2019/12,
(주)일승,333430,2020/12,
(주)일신바이오베이스,068330,2018/12,71
(주)일신바이오베이스,068330,2019/12,0
(주)일신바이오베이스,068330,2020/12,93
(주)일신석재,007110,2018/12,5
(주)일신석재,007110,2019/12,12
(주)일신석재,007110,2020/12,82
(주)일야,058450,2018/12,-1101
(주)일야,058450,2019/12,-216
(주)일야,058450,2020/12,-295
(주)일지테크,019540,2018/12,570
(주)일지테크,019540,2019/12,241
(주)일지테크,019540,2020/12,626
(주)일진파워,094820,2018/12,1076
(주)일진파워,094820,2019/12,800
(주)일진파워,094820,2020/12,724
(주)잇츠한불,226320,2018/12,500
(주)잇츠한불,226320,2019/12,-176
(주)잇츠한불,226320,2020/12,-849
(주)잉크테크,049550,2018/12,-227
(주)잉크테크,049550,2019/12,-215
(주)잉크테크,049550,2020/12,-58
(주)자비스,254120,2018/12,
(주)자비스,254120,2019/12,-531
(주)자비스,254120,2020/12,-349
(주)자연과환경,043910,2018/12,33
(주)자연과환경,043910,2019/12,-50
(주)자연과환경,043910,2020/12,-92
(주)자이언트스텝,289220,2018/12,-212
(주)자이언트스텝,289220,2019/12,-629
(주)자이언트스텝,289220,2020/12,-205
(주)장원테크,174880,2018/12,1329
(주)장원테크,174880,2019/12,-13
(주)장원테크,174880,2020/12,-1597
(주)저스템,417840,2018/12,
(주)저스템,417840,2019/12,10554
(주)저스템,417840,2020/12,15391
(주)정다운,208140,2018/12,440
(주)정다운,208140,2019/12,183
(주)정다운,208140,2020/12,-94
(주)정상제이엘에스,040420,2018/12,235
(주)정상제이엘에스,040420,2019/12,553
(주)정상제이엘에스,040420,2020/12,431
(주)정원엔시스,045510,2018/12,131
(주)정원엔시스,045510,2019/12,25
(주)정원엔시스,045510,2020/12,23
(주)제넥신,095700,2018/12,-1675
(주)제넥신,095700,2019/12,-774
(주)제넥신,095700,2020/12,760
(주)제넨바이오,072520,2018/12,0
(주)제넨바이오,072520,2019/12,-630
